Name,Category,Phone,Address,City,Zipcode,Website,AdditionalInfo
AA - Pass It On,Alcoholics Anonymous,(null),17801 1st Ave S,Normandy Park,null,null,"All meetings are Non-Smoking & Closed Sunday & Saturday @ 8:30 AM Monday - Friday @ 8:00 AM Everyday @ 12:00 PM, 5:00 PM, 7:00 PM"
AA - Paradise Valley,Alcoholics Anonymous,(null),18623 Vashon H,Vashon,WA 980,null,"Every Friday 8:00 PM Non Smoking, Discussion, Wheelchair Accessible Open."
AA - Pacific Group New Hope Lutheran Chur,Alcoholics Anonymous,(null),603 3rd Ave SE,Pacific,WA 980,null,"Monday @ 8:00 PM, Non-Smoking, Wheelchair Accessible, Wheelchair Accessible Parking and Bathroom, Open"
AA - Our Stories Disclose Speaker MeetingSt. George Episcopal Chu,Alcoholics Anonymous,(null),www.district33aa.org,null,null,null,"Every Friday @ 7:00 PM 1 hour meetings, speakers, wheelchair accessible facilities (parking/restrooms), open to the public"
AA - Our Primary Purpose Lake Burien Presbyterian,Alcoholics Anonymous,(null),15003 14th Ave,Burien,WA 9816,null,"Monday, Wednesday, & Friday @ 5:00 PM, Closed"
AA - One Hour Quick Fix Methodist Church,Alcoholics Anonymous,(null),901 9th Ave SW,Seattle,WA,null,"Every Monday 6:00 PM Non-Smoking, Wheelchair Accessible, Wheelchair Accessible Bathroom, Open."
AA - Northlake Java Club,Alcoholics Anonymous,(null),7811 Aurora Av,Seattle,WA,null,"Every Monday 8:00 PM Wheelchair Accessible,Parking & Restroom,Open to Public."
AA - Queen Anne Study Queen Anne Methodist C,Alcoholics Anonymous,(null),1606 5th Ave W,Seattle,WA,null,"Sunday @ 7:00 PM, 1 hr, Non-Smoking, Discussion format, Wheelchair Accessible, Wheelchair Accessible Bathroom & Parking, Varied topics, Closed"
AA - Smokeless Inferno Little Pat's Café,Alcoholics Anonymous,(null),13611 Ambaum,Burien,WA 9816,null,"Sunday @ 10:30 AM, Non-Smoking, Restaurant/Food, Open"
AA - Solid Sobriety Breakfast GroupGolden Steer Restraunt,Alcoholics Anonymous,(null),23826 104th SE,Kent,WA 98031,null,"Sunday @ 9:00 AM, Non-Smoking, Wheelchair Accessible, Wheelchair Accessible Parking and Bathroom, Open"
AA - Sobriety Study St. Paul's Church,Alcoholics Anonymous,(null),6512-12th NW,Seattle,WA,null,"Every Saturday 6:00 PM Non-Smoking, Book/Liturature, Closed to Public."
AA - Sobriety Seekers,Sobriety Support,(253) 939-6541,1317 Harvey Rd,Auburn,980,http://www.southkingalano,"Everyday @ 2:00 PM, Non-Smoking, Wheelchair Accessible, Wheelchair Accessible Bathroom and Parking, Open"
AA - Sobriety Lifeline,Sobriety Support,,,Issaquah,98,,"Every Sunday @ 7:30 PM, Non-smoking, various topics, literature study, open to the public"
AA - Sobriety in the Sticks,Sobriety Support,,Cedar Grange #534 SE 218 St. & H,Maple Valley,W,www.district33aa.org,"Every Sunday @ 6:00 PM, 90 minute meetings, Discussions, open to the public"
AA - Sobriety In Greater Hobart,Sobriety Support,,Hobart Community Chur 27524 SE 200th,Hobart,WA 980,www.district33aa.org,"Every Monday @ 8:00 PM, 90 minute meetings; discussions, non-smoking, wheelchair accessible, with wheelchair accessible parking & restrooms, open to the public"
AA - Sobriety and Beyond,Sobriety Support,,632 W Main St,Auburn,980,,"Thursday @ 5:00 PM, Wheelchair Accessible, Wheelchair Accessible Bathroom, Women's, Closed"
AA - Sober Sisters,Sobriety Support,,Riverton Park Methodist 3118 S 148th St,Tukwila,98,,"Monday @ 5:30 PM, Women's, Open"
AA - Sober On Saturday,Sobriety Support,,St James Lutheran Churc 9415 18th SW,White Center,W,,"Every Saturday 8:00 PM, Non-Smoking, Open"
AA - Sober On Saturday,Sobriety Support,,Nine Lakes Baptist Churc 1636 S 330th,Federal Way,W,,"Saturday @ 8:00 PM, Non-Smoking, Wheelchair Accessible, Wheelchair Accessible Parking and Bathroom, Open"
AA - Sober Gals,Sobriety Support,,Residence XII 12029 113th Av,Kirkland,WA,,"Every Tuesday @ 7:00 PM, 90 minute meetings; women's group only"
AA - Sober Cartooners,Sobriety Support,,Juanita Community Cente 13027 100th Av,Kirkland,WA,,"Every Saturday @ 10:30 AM, 90 minute meetings; open to the public"
AA - Salmon Bay,Sobriety Support,,Ballard 1st Lutheran Chu 2006 NW 65th S,Seattle,9811,,"Every Friday 7:30 PM Non-Smoking, Open to Public."
AA - Soaring Eagles,Sobriety Support,,Muckleshoot Casino 2402 Auburn W,Auburn,980,,"Thursday @ 7:30 PM, Native American, Open"
AA - Sanity in Sobriety,Sobriety Support,,Fairfax Hospital 10200 NE 132nd,Kirkland,WA,,"Every Sunday @ 7:30 PM, 90 minute meetings; non-smoking"
AA - SmokeFree Group,Sobriety Support,,12 x 12 Fellowship 23732 Bothell-E,Bothell,980,,"Every Thursday @ 5:00 PM, Non-smoking, wheelchair accessible parking, open to the public"
AA - Skyway Group,Sobriety Support,,St. Paul's Rectory 5600 S Ryan St,Seattle,9817,,"Every Tuesday @ 8:00 PM, 90 minute meetings; 12 and 12, Steps and Traditions, Traditions, closed to the public, discussions, wheelchair accessibility, wheelchair accessible parking and restrooms"
AA - Simplicity,Sobriety Support,,"Ballard Hosp.,Conf. Rm. 5409 Barnes N",Seattle,WA,,Every Saturday 9:00 AM Open to Public
AA - Ship Canal,Sobriety Support,,1st Free Methodist Churc 3200 3rd Ave W,Seattle,WA,,"Monday @ 7:00 PM, 1 hr, Non-Smoking, Discussion format, Wheelchair Accessible, Wheelchair Accessible Parking & Bathroom, Varied topics, Open"
AA - Shanty Trudgers,Sobriety Support,,Shanty Café 350 Elliott Ave,Seattle,WA,,"Saturday @ 7:00 PM, 1 hr, Non-Smoking, Restaurant/Food, Discussion format, Wheelchair Accessible, Varied topics, Open"
AA - Seven and Sober,Sobriety Support,,NorthShore Senior Cente 10201 E. Riversi,Bothell,980,,"All meetings are one hour long, have wheelchair accessibility with parking and restroom facilities for wheelchair users, meetings are open to the public and are non-smoking. Every day @ 7:00 AM, Discussions, various topics"
AA - Serenity Hall Group,Sobriety Support,,Serenity Hall 12536 Renton A,Seattle,9817,,"All meetings are 90 minutes long; meetings feature discussions, various topics, wheelchair accessibility, wheelchair accessible parking and restrooms and are open to the public, except where indicated. Everyday @ 10:00 AM, Everyday @ 12:00 PM, Everyday @"
AA - Serenity After Hours,Sobriety Support,(253) 939-6541,South King County Alan 1317 Harvey Rd,Auburn,980,http://www.southkingalano,"Everyday @ 9:00 PM, Non-Smoking, Wheelchair Accessible, Wheelchair Accessible Bathroom and Parking, Open"
AA - Seniors on Sobriety,Sobriety Support,(425) 486-9062,NorthShore Senior Cente 10201 E. Riversi,Bothell,980,,"Meets in Room #205, Every Wednesday @ 10:00 AM, 75 minute meetings; Non-smoking, discussions, seniors, 12 and 12, Traditions, wheelchair accessibility w/parking & restrooms, Every Wednesday @ 10:00 AM, 90 minute meetings; Non-smoking, discussions, seniors,"
AA - Seniors on Sobriety,Sobriety Support,,,Bothell,WA,,"Every Sunday @ 12:00 PM, Every Wednesday @ 10:00 AM, 45 minutes; discussions, Every Wednesday @ 10:00 AM, Non-smoking; discussions, wheelchair accessible with parking and restroom facilities, Step Study, Stories"
AA - Seeing Through the Haze,Sobriety Support,,12 x 12 Fellowship 23732 Bothell-E,Bothell,980,,"Every Tuesday @ 5:00 PM, Wheelchair accessible parking, open to the public, At the County Village (in the back under the clock tower)"
AA - Saturday Nite Improv,Sobriety Support,,(Member's Home),Maple Valley,W,www.district33aa.org,"Every Saturday @ 8:00 PM, 90 minute meetings, non-smoking, no children, open to the public, discussions, Please e-mail for directions to this week's meeting"
AA - Roadside Recovery,Sobriety Support,,Church By The Side Of T 3455 S 148th St,Tukwila,98,,"Friday @ 8:30 PM, Open"
AA - Sober At Cottage Lake,Sobriety Support,,United University Church 19020 Woodinvi,Woodinville,W,,"Every Tuesday @ 8:00 PM, Open to the public"
AA - Healthy Women,Sobriety Support,,Church of the Good Shep 345 S 312th,Federal Way,W,,"Sunday @ 7:30 PM, Non-Smoking, Women's, Closed"
AA - Long Timer's Group,Sobriety Support,,St. Paul's Church 6512 - 12th NW,Seattle,9811,,Every Saturday 12:00 PM Closed To Public. This meeting is for alcoholics with 15 or More years of sobriety
AA - Living Sober for Today,Sobriety Support,,12 x 12 Fellowship 23732 Bothell-E,Bothell,980,,"Every Thursday @ 10:00 AM, Wheelchair accessible parking, Big Book, open to the public, At the County Village (in the back under the clock tower)"
AA - Living in Sobriety,Sobriety Support,,St. Paul United Church of 6512 - 12th Ave,Seattle,9811,,"1st Sunday 4:00 PM 60min, Non-Smoking, Wheelchair Accessible, Last Sunday 4:00 PM, 60min, Non-Smoking, Children Welcome, Speaker, Anniversary/Birthday, Wheelchair Accessible, Open To Public. Every Wednesday, Non-Smoking, Children Welcome, Anniversary/Birthday"
AA - Juanita Triangle,Sobriety Support,,Holy Spirit Lutheran Chu 10021 NE 124th,Kirkland,WA,,"Every Tuesday @ 8:00 PM, 90 minute meetings; non-smoking, open to the public"
AA - Joy of Living,Sobriety Support,,Lake WA Christian Chur 12325 116th Av,Kirkland,WA,,"Every Monday @ 7:00 PM, Non-smoking, open to the public"
Into Action St. Johns Episcopal Chur,Alcoholics Anonymous,,4210 SW Hanfor,Seattle,WA,,"Tuesday @ 7:00 PM, Non-Smoking, Open"
I Am Responsible Black Diamond Commun,Alcoholics Anonymous,,31605 3rd,Black Diamond,WA,www.district33aa.org,"Every Monday @ 7:00 PM, 90 minute meetings; open to the public, women's group, discussions, Other Topic"
Hour Primary Purpose St. Johns United urtheran,Alcoholics Anonymous,,5515 Phinney A,Seattle,WA 9810,,"Every Tuesday 6:00 PM 60 min, Non-Smoking, Big Book, Closed To Public."
Horsemen's Group,Alcoholics Anonymous,(253) 939-6541,1317 Harvey Rd,Auburn,WA 980,www.southkingalano,"Tuesday & Thursday @ 5:00 PM, Non-Smoking, Wheelchair Accessible, Wheelchair Accessible Bathroom and Parking, Open"
Honest Desires Group 12 x 12 Fellowship,Alcoholics Anonymous,,23732 Bothell-E,Bothell,WA 980,,"Every Tuesday @ 9:00 PM Wheelchair accessible parking, open to the public At the County Village (in the back under the clock tower)"
Holly Court Group Peter Claver House,Alcoholics Anonymous,,7101 38th Ave,Seattle,WA 9811,,Every Saturday10:30 AM Open To Public.
Holly Court Group Seinor Ctr,Alcoholics Anonymous,,4655 South Holl,Seattle,WA,,"Every Sun,Mon,Tue,Thur,Fri 2:00 PM Open To Public."
Lost Campus Group Saint Francis Hospital,Alcoholics Anonymous,,34515 9th Ave S,Federal Way,W,,"Sunday @ 7:30 PM, Non-Smoking, Speaker Format, Open"
Heartbreakers St. Johns United Luthera,Alcoholics Anonymous,,5515 Phinney A,Seattle,WA,,"Every Monday 7:00 PM Wheelchair Accessible, Parking, Bathroom, Baby Sitter, Open To Public."
Friday Night Orphans Prince of Peace Lutheran,Alcoholics Anonymous,,19030 8th Ave S,SeaTac,WA 981,,"Friday @ 7:30 PM, Closed"
Greenlake Zion Lutheran Church,Alcoholics Anonymous,,7109 Arora Ave,Seattle,WA 9810,,"Every Wednesday 8:00 PM Non-Smoking, Speaker, Open To Public. Evrey Saturday 7:00 PM Book/Liturature, Closed To Public."
Green River 2 No Slip Signed GroupKent Lutheran Church,Alcoholics Anonymous,,225 W Saar St,Kent,WA 98032,,"Every Friday 7:00 PM 90min, Non-Smoking, Discussion, Topic Varies, Closed to the Public."
Gratefully Sober Seaview Methodist Churc,Alcoholics Anonymous,,4620 SW Graha,Seattle,WA 9813,,"Every Saturday @ 9:00 AM, Non-Smoking, Wheelchair Accessible, Wheelchair Accessible Bathroom, Open"
Grateful For Our Sobriety,Alcoholics Anonymous,,10848 1st Ave S,White Center,WA,,"Every Tuesday/Thursday,7:00PM Closed. Every Saturday Wheelchair Accessible, Wheelchair Accessible Parking, Wheelchair Accessible Bathroom, Open"
Grace Rules Park Ridge Chapel,Alcoholics Anonymous,,3805 Maltby Ro,Bothell,WA,,"Every Monday @ 7:00 PM Wheelchair accessible parking, open to the public"
Gay Men in Recovery Kirkland Congregational,Alcoholics Anonymous,,106 5th Ave,Kirkland,WA 98,http://gmir.benland.org,"Every Monday @ 7:30 PM 90 minute meetings Non-smoking, men's group, gay/homosexual, discussions, closed to the public, various topics, Steps and Traditions, literature study, Step Study, Stories Meets upstairs, 1st door on the left"
Full Measures Group St. John Vianney Church,Alcoholics Anonymous,,12600 84th Ave,Kirkland,WA,,"Every Tuesday @ 7:00 PM 90 minute meetings, open to the public."
Friday Nite Live First Methodist Church,Alcoholics Anonymous,,Main & N St,Auburn,WA 980,,"Friday @ 8:00 PM, 90 min., Non-Smoking, Wheelchair Accessible, Wheelchair Accessible Bathroom and Parking, Steps & Traditions, Closed"
New Miracle Hall,Alcoholics Anonymous,(253) 939-6541,1317 Harvey Rd,Auburn,WA 980,www.southkingalano,"Everyday except Sunday & Thursday @ 5:00 PM, Non-Smoking, Wheelchair Accessible, Wheelchair Accessible Bathroom and Parking, Open"
Fremont Triangle GroupFremont Baptist Church,Alcoholics Anonymous,,717 N. 36th St,Seattle,WA 9810,,"Every Monday / Thursday 7:00 AM. 60 min, Non-Smoking, Anniversary/ Birthday. Step/ Study, 12&12, Closed to the Public. Every Tue,Wend, Fri,7:00 AM, Non-Smoking. Anniversary/ Birthday. Cloces to the Public 60 min. Every Saturday 8:00 AM 60 min. Non-Smoking"
Rush Hour Sobriety Black Diamond Commun,Alcoholics Anonymous,,31605 3rd Ave,Black Diamond,WA,www.district33aa.org,"Every Thursday @ 5:00 PM 1 hour meetings; non-smoking, discussions, speakers, wheelchair accessible/parking/restrooms, open to the public, Stories"
Freedom To Change,Alcoholics Anonymous,(253) 939-6541,1317 Harvey Rd,Auburn,WA 980,www.southkingalano,"Everyday @ 10:30 AM, 1 hr, Non-Smoking, Wheelchair Accessible, Wheelchair Accessible Bathroom and Parking, Open"
Hogan's Heroes Covington Baptist Churc,Alcoholics Anonymous,,21115 SE 272nd,Covington,WA 9,www.district33aa.org,"Every Tuesday @ 9:30 AM 90 minute meetings; Non-smoking, children welcome, babysitting services available, wheelchair accessible, wheelchair parking and restrooms, Grapevine, open to the public, discussions"
MOB Phinney Ridge Lutheran,Alcoholics Anonymous,,7500 Greenwoo,Seattle,WA,,"Every Tuesday 7:00 PM , Mens,Closed to Public."
Lost Souls Meeting Benson House,Alcoholics Anonymous,,24518 104th Av,Kent,WA 98030,,"Every Wednesday 7:00 PM 90min, Non-Smoking, Discussion, Wheelchair Accessible/Parking/Restroom, Topic Varies, Open to the Public."
Freethinkers Leif Erickson Hall,Alcoholics Anonymous,,2245 NW 57th S,Seattle,WA 9810,,Every Thursday 6:15 PM.Wheelchair Accessible. Open to the public.
New Kent Fellowship,Alcoholics Anonymous,(253) 939-6541,1317 Harvey Rd,Auburn,WA 980,www.southkingalano,"Everyday @ 12:00 PM, Non-Smoking, Wheelchair Accessible, Wheelchair Accessible Bathroom and Parking, Varied Topics, Open"
New Hope Candlelight,Alcoholics Anonymous,,603 3rd Ave SE,Pacific,WA 980,,"Friday @ 8:00 PM, Non-Smoking, Wheelchair Accessible, Wheelchair Accessible Parking and Bathroom, Open"
New Found Freedom,Alcoholics Anonymous,(253) 939-6541,1317 Harvey Rd,Auburn,WA 980,www.southkingalano,"Everyday @ 7:00 PM, Non-Smoking, Wheelchair Accessible, Wheelchair Accessible Bathroom and Parking, Open"
Mt. St. Vincent,Alcoholics Anonymous,,,,,,Every Thursday 7:00 PM Open
Mountain View AA Mountain View Center,Alcoholics Anonymous,,19008 168th NE,Woodinville,W,,"Every Thursday @ 7:00 PM Non-smoking, open to the public"
Moss Bay Group Kirkland Congregational,Alcoholics Anonymous,,106 5th Ave,Kirkland,WA 98,,"Every Saturday @ 8:30 AM 90 minute meetings, open to the public"
Morning Rush St.Paul's Church,Alcoholics Anonymous,,6512-12th Ave,Seattle,WA 9811,,"Every Day 7:00 AM Non-Smoking, Open to Public."
Miracles,Alcoholics Anonymous,(253) 939-6541,109 SW Normandy Rd,Normandy Park,null,http://www.southkingalano,"Monday @ 7:30 PM, Open"
Winners,Alcoholics Anonymous,null,3940 41st Ave S,Seattle,WA,null,"Every Monday 7:30 PM Non-Smoking, Open."
Step Study,Alcoholics Anonymous,null,1005 SW 152nd,Burien,WA 9816,null,"Monday @ 7:00 PM, Closed"
South King County Alan,Alcoholics Anonymous,(253) 939-6541,1317 Harvey Rd,Auburn,WA 980,http://www.southkingalano,"Saturday @ 5:00 PM, Non-Smoking, Wheelchair Accessible, Wheelchair Accessible Bathroom and Parking, Open"
Church of the Nazarene,Alcoholics Anonymous,null,232 5th Ave S,Kirkland,WA 98,null,Every Wednesday @ 7:30 PM 90 minute meetings; open to the public
Step Serenity Group,Alcoholics Anonymous,null,Covington,WA 9,http://www.district33aa.org,null,"Every Thursday @ 7:00 PM 1 hour meetings; non-smoking, 11th Step, closed to the public, candlelight Please e-mail for directions of this week's meeting"
Our Redeemer Lutheran,Alcoholics Anonymous,null,2400 NW 85th S,Seattle,WA 9811,null,"Every Tuesday 7:30 PM, Open to Public"
St. John's Church,Alcoholics Anonymous,null,3050 California,Seattle,WA,null,"Friday @ 7:00 PM, Non-Smoking, Baby Sitter, Women's, Open"
Magnolia Speakers,Alcoholics Anonymous,null,31st West and W,Seattle,WA,null,"Friday @ 8:30 PM, 1 hr, Smoking/Friendship Break, Speaker, Stories, Open"
South King County Alan,Alcoholics Anonymous,(253) 939-6541,1317 Harvey Rd,Auburn,WA 980,http://www.southkingalano,"Monday @ 7:00 PM, Non-Smoking, Wheelchair Accessible, Wheelchair Accessible Bathroom and Parking, Closed"
Church of Ascension,Alcoholics Anonymous,null,34th West and,Seattle,WA,null,"Thursday @ 8:00 PM, 1 hr, Non-Smoking, Discussion format, Wheelchair Accessible, Wheelchair Accessible Bathroom, Varied topics, Closed"
Kent Café,Alcoholics Anonymous,null,318 W Meeker,Kent,WA 98032,null,"Every Saturday 10:30 AM 90min, Non-Smoking, Restaurant/Food,Wheelchair Accessible/Parking/Restroom, Topic Varies, Men's."
Maple Valley Presbyterian,Alcoholics Anonymous,null,22659 Sweeney,Maple Valley,W,http://www.district33aa.org,"Every Firday @ 8:00 PM 90 minute meetings; discussions, wheelchair accessibility (parking/restrooms), open to the public, babysitting services, non-smoking"
Our Father's Heart Church,Alcoholics Anonymous,null,6th and Lawson,Black Diamond,http://www.district33aa.org,null,"Every Wednesday @ 8:00 PM 90 minute meetings; non-smoking, wheelchair accessible/parking/restrooms, open to the public, discussions."
Alliance Bible Church,Alcoholics Anonymous,null,19320 SE 240th,Covington,WA 9,http://www.district33aa.org,"Every Monday @ 6:30 PM 90 minute meetings; non-smoking, discussions, wheelchair accessible/parking/restrooms, men's group, Step Study, 12 and 12"
Gloria's Restaurant and L,Alcoholics Anonymous,null,23220 Maple Va,Maple Valley,W,http://www.district33aa.org,"Every Saturday @ 9:00 AM 90 minute meetings; restaurant/food, discussions, open to the public, literature study, wheelchair accessible facilities (parking/restrooms) Enter at back Lounge Door"
